Ano;Nº CV SIAFI/ SICONV; Nº CV Interno;Tema;Instituição Convenente;Título do Projeto;UF;Região Geográfica;Cidade da Instituição Convenente;Bioma;Esfera Institucional;Data Assinatura;Data de Publicação no DOU;Data de Fim da Vigência; Recursos do FNMA (R$) ; Recursos de CP (R$) ; Valor Total do Projeto (R$) ;Tipo de Seleção do Projeto;Ação, Edital ou Termo de Referência de Origem do Projeto
1995;;CV063/95;Educação Ambiental;Sociedade Educativa Gaia;Manuais para Capacitação;SP;Sudeste ;;Mata Atlântica;OSC;20/09/1995;26/09/1995;31/03/1997; 27.076,00 ; 11.399,00 ; 38.475,00 ;Demanda Espontânea (DE);Educação Ambiental e Divulgação
1995;;CV064/95;Qualidade Ambiental;Prefeitura Municipal de Poços de Caldas;Caracterização Geotécnica - Aterro Sanitário;MG;Sudeste ;;Cerrado;Municipal;20/09/1995;26/09/1995;29/02/1996; 34.761,00 ; 10.429,00 ; 45.190,00 ;Demanda Espontânea (DE);Controle Ambiental
1995;;CV065/95;Educação Ambiental;Associação Vianei de Cooperação E Intercâmbio no Trabalho, Educação, Cultura E Saúde - Avicitecs;Agroecologia, Perspectiva em Construção;SC;Sul ;;Mata Atlântica;OSC;20/09/1995;26/09/1995;30/09/1996; 115.158,00 ; 164.185,00 ; 279.343,00 ;Demanda Espontânea (DE);Educação Ambiental
1995;;CV066/95;Água e Floresta;Prefeitura Municipal de Monte Alto;Cidade Ecológica;SP;Sudeste ;;Mata Atlântica;Municipal;20/09/1995;26/09/1995;30/06/1996; 79.887,00 ; 24.866,00 ; 104.753,00 ;Demanda Espontânea (DE);Extensão Florestal
1995;;CV067/95;Gestão de Áreas Protegidas;Instituto de Pesquisas Ecológicas – Ipê/SP;Criação de Répteis;SP;Sudeste ;Nazaré Paulista;Mata Atlântica;OSC;20/09/1995;26/09/1995;31/07/1996; 15.812,00 ; 24.189,00 ; 40.001,00 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
1995;;CV068/95;Educação Ambiental;Fundação Biodiversitas;III Curso de Administração e Manejo de Unidade de Conservação - Amuc;MG;Sudeste ;;Mata Atlântica;OSC;20/09/1995;26/09/1995;31/01/1996; 19.320,00 ; 40.080,00 ; 59.400,00 ;Demanda Espontânea (DE);Educação Ambiental
1995;;CV069/95;Água e Floresta;Prefeitura Municipal de Inácio Martins;Viveiros Comunitários;PR;Sul ;;Mata Atlântica;Municipal;20/09/1995;26/09/1995;31/08/1996; 61.471,00 ; 18.441,00 ; 79.912,00 ;Demanda Espontânea (DE);Extensão Florestal
1995;;CV070/95;Educação Ambiental;Fundação Universidade Federal de Mato Grosso - Ufmt;Inclusão da Dimensão Ambiental nas Séries Iniciais do 1º Grau no Município de Cuiabá, MT;MT;Centro Oeste;;Cerrado;Federal;20/09/1995;26/09/1995;31/07/1996; 22.345,00 ; 44.820,00 ; 67.165,00 ;Demanda Espontânea (DE);Educação Ambiental
1995;;CV071/95;Uso Sustentável dos Recursos Pesqueiros;Ibama Sede/DF;Peixes Ornamentais;DF;Centro Oeste;;Cerrado;Federal;20/09/1995;26/09/1995;31/12/1995; 10.648,00 ; 2.660,00 ; 13.308,00 ;Demanda Espontânea (DE);Uso Sustentável dos Recursos Pesqueiros
1995;;CV072/95;Educação Ambiental;Instituto de Ciência e Tecnologia ;Bolsa de Resíduos;DF;Centro Oeste;;Cerrado;Estadual;21/09/1995;26/09/1995;30/09/1996; 28.909,00 ; 48.482,00 ; 77.391,00 ;Demanda Espontânea (DE);Educação Ambiental
1995;;CV073/95;Amazônia Sustentável;Empresa Brasileira de Pesquisa Agropecuária – Embrapa/Solos/Cnpbs;Fungos Micorrízicos-Arbusculares em Palmeiras Nativas;RJ;Sudeste ;;Mata Atlântica;Federal;21/09/1995;26/09/1995;30/06/1996; 20.329,00 ; 13.325,00 ; 33.654,00 ;Demanda Espontânea (DE);Pesquisa e Desenvolvimento Tecnológico
1995;;CV074/95;Qualidade Ambiental;Universidade Federal do Ceará;Mangues do Rio Jaguaribe;CE;Nordeste  ;;Mata Atlântica;Federal;21/09/1995;26/09/1995;31/12/1995; 17.440,00 ; 3.488,00 ; 20.928,00 ;Demanda Espontânea (DE);Qualidade Ambiental
1995;;CV075/95;Educação Ambiental;Associação Pernambucana de Defesa da Natureza - Aspan;O Rádio que Denuncia;PE;Nordeste  ;;Mata Atlântica;OSC;03/10/1995;06/10/1995;31/10/1996; 30.624,00 ; 19.084,00 ; 49.708,00 ;Demanda Espontânea (DE);Educação Ambiental
1995;;CV076/95;Educação Ambiental;Prefeitura Municipal de Curitiba;Pia Ambiental;PR;Sul ;;Mata Atlântica;Municipal;03/10/1995;06/10/1995;31/12/1995; 38.849,00 ; 12.821,00 ; 51.670,00 ;Demanda Espontânea (DE);Educação Ambiental
1995;;CV077/95;Gestão de Áreas Protegidas;Fundação de Amparo e Desenvolvimento da Pesquisa - Fadesp;Ateles Belzebuth Marginatus;PA;Norte ;;Amazônia;OSC;03/10/1995;06/10/1995;29/02/1996; 21.779,00 ; 12.668,00 ; 34.447,00 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
1995;;CV078/95;Educação Ambiental;Associação Internacional de Estudos Langsdorff;Cidade Ecológica;SP;Sudeste ;;Mata Atlântica;OSC;26/10/1995;31/10/1995;30/10/1996; 175.298,00 ; 54.000,00 ; 229.298,00 ;Demanda Espontânea (DE);Educação Ambiental
1995;;CV079/95;Água e Floresta;Fundação Nacional do Índio - Funai - Passo Fundo;Conservação do Solo nas Reservas Indígenas do Rio Grande do Sul;RS;Sul ;;Mata Atlântica;Federal;26/10/1995;31/10/1995;31/07/1996; 109.650,00 ; 1.440,00 ; 111.090,00 ;Demanda Espontânea (DE);Extensão Florestal
1995;;CV080/95;Qualidade Ambiental;Universidade de São Paulo - Usp/ Escola Politécnica;Rede Brasileira de Monitoramento Contínuo do Sistema de Posicionamento Global (Gps);SP;Sudeste ;;Mata Atlântica;Estadual;26/10/1995;31/10/1995;31/12/1996; 175.298,00 ; 57.000,00 ; 232.298,00 ;Demanda Espontânea (DE);Qualidade Ambiental
1995;;CV081/95;Gestão de Áreas Protegidas;Prefeitura Municipal de Boituva;Parque Ecológico de Boituva;SP;Sudeste ;;Mata Atlântica;Municipal;26/10/1995;31/10/1995;31/07/1996; 151.053,00 ; 67.991,00 ; 219.044,00 ;Demanda Espontânea (DE);Gestão de Áreas Protegidas
1995;;CV082/95;Educação Ambiental;Instituto Cultural Ecológico Terra Azul;Um Caminho para Gaia;RJ;Sudeste ;;Mata Atlântica;OSC;26/10/1995;31/10/1995;31/01/1996; 7.525,00 ; -   ; 7.525,00 ;Demanda Espontânea (DE);Educação Ambiental
